"","zone","zmax","x","y","dead","mort_year","tmax","ppt","pptn","tmaxn","aws","elevation","slope","aspect","cover","vpdmax"
"1490307",1181274,49.1,318796.9,4091340,1,"2016",15.15505,884.043,907.6024,13.53432,6.25,2164.809,19.05856,73.10959,0.7105,15.94104
"1555467",1246434,34.7,318763.9,4099335,0,"Live",13.99849,922.5205,921.6675,13.0024,8.04,2240.358,11.90236,272.4478,0.4373,15.39049
"1401113",1092080,26.1,317642.8,4093258,0,"Live",15.15505,884.043,907.6024,12.1109,6.69,2312.716,22.74705,174.5832,0.353,15.94104
"879754",570720,51.3,315825.9,4097638,0,"Live",15.9467,878.2209,886.5621,13.895,6.71,2041.211,12.69798,192.1355,0.6355,17.60162
"89405",89405,32,297080.8,4103815,0,"Live",18.01753,817.1574,777.9512,17.83923,15.08,1562.743,6.072416,195.5104,0.7345,20.82574
"722401",413367,12.04004,323694.2,4101829,1,"2016",14.93835,865.7621,865.402,12.26514,8.04,2489.03,22.23502,291.6089,0.255,17.25337
"1007545",698511,33,326946.6,4093866,0,"Live",15.09834,871.5558,874.3379,11.36134,8.04,2330.089,22.55146,161.845,0.558,16.89864
"651030",341996,10.98999,323876.6,4090502,1,"2016",15.09834,871.5558,874.3379,14.63075,10.65,1937.96,18.86911,317.5278,0.3418,16.89864
"110151",110151,16,298900.2,4099712,0,"Live",20.6787,743.3008,747.2855,20.38976,19.63,1080.899,4.708435,169.1359,0.556,25.59901
"1628829",1319796,32.5,319182.8,4094206,0,"Live",14.82655,937.8588,907.6024,12.5832,6.69,2364.486,19.97812,332.1838,0.4308,16.35406
"47355",47355,18,296189,4103032,0,"Live",19.97881,768.4939,777.9512,18.74974,NA,1438.381,15.94507,275.2248,0.2723,24.33751
"1705459",1396426,23,319520.4,4104910,0,"Live",11.83198,925.698,928.2033,10.86285,8.16,2714.185,9.387711,271.5054,0.3253,12.84181
"1659379",1350346,24.6,319287.2,4098496,0,"Live",14.82655,937.8588,944.0081,12.8955,8.04,2214.33,6.138094,93.26681,0.3898,16.35406
"1663709",1354676,29.5,319142.3,4098034,0,"Live",14.82655,937.8588,944.0081,13.19615,8.04,2235.036,13.80116,153.5184,0.4383,16.35406
"515334",206300,13.85999,322277.2,4092044,0,"Live",17.00902,850.2277,858.5765,16.65633,3.56,1730.208,29.87073,337.356,0.4767,19.28292
"329577",20543,21.82007,320586.1,4104360,0,"Live",11.95444,896.195,894.6498,10.34033,8.16,2662.891,14.01177,191.8027,0.5169,12.97197
"1027539",718505,24.9,326647.4,4095049,0,"Live",15.33717,901.0924,901.6485,11.77949,4.18,2520.105,30.80549,262.7327,0.3853,17.56576
"906859",597825,32.6,325969.3,4093711,0,"Live",15.09834,871.5558,874.3379,13.00432,8.04,2290.82,22.83117,125.298,0.738,16.89864
"28197",28197,40,296793,4101586,1,"2016",19.97881,768.4939,777.9512,19.05187,23.15,1382.225,11.00412,54.83045,0.4701,24.33751
"1471897",1162864,39.5,318078.3,4089600,1,"2016",15.15505,884.043,732.5934,14.44769,16.5,2117.546,30.16583,235.6287,0.6865,15.94104
"1741593",1432560,19.4,320402.2,4094369,1,"2016",15.68133,933.1343,858.5765,13.38076,6.25,2181.705,8.257609,47.98896,0.5209,17.55774
"1263985",954952,33.2,328428.9,4099337,0,"Live",12.59548,881.2702,878.8586,11.47117,9.45,2619.176,12.96338,207.2774,0.8200819,13.86417
"109563",109563,23,298342.6,4099779,1,"2016",20.6787,743.3008,747.2855,20.30674,19.41,1167.132,10.72224,205.6497,0.5963,25.59901
"1410006",1100973,30.5,317545.9,4094101,0,"Live",14.82655,937.8588,907.6024,11.81672,6.69,2435.807,6.330484,197.6527,0.6137,16.35406
"479309",170275,22.57996,322644.5,4088619,0,"Live",17.78943,782.4005,800.6154,16.25682,19.41,1697.547,29.94101,315.613,0.8685,20.02215
"1766365",1457332,18.7,320363.4,4097882,0,"Live",15.68133,933.1343,938.699,13.45785,10.65,2178.088,5.134413,131.5627,0.3335,17.55774
"514905",205871,23.14001,322307.9,4092103,0,"Live",17.00902,850.2277,858.5765,16.65633,3.56,1715.817,37.65197,321.5202,0.5329,19.28292
"1287669",978636,32.3,329490.8,4091437,0,"Live",13.27461,872.2523,874.7095,11.43716,8.67,2454.566,28.6368,146.5618,0.3822,14.26277
"76734",76734,16,297707.3,4101658,0,"Live",20.6787,743.3008,777.9512,19.42752,23.15,1266.679,28.40305,30.27437,0.6739,25.59901
"1669644",1360611,37.8,319963.2,4099279,0,"Live",13.61266,923.6433,921.6675,13.01926,10.65,2296.588,9.956186,180.9451,0.6394,14.89409
"366386",57352,11.46997,321563.3,4094980,0,"Live",15.68133,933.1343,938.699,13.80251,9.01,2065.068,14.93683,110.2444,0.1298,17.55774
"526198",217164,16.30005,322637.5,4095259,0,"Live",15.68133,933.1343,938.699,14.65543,4.18,2007.455,31.14642,104.0163,0.4136,17.55774
"722640",413606,27.1001,323487.9,4101758,1,"2016",13.61266,923.6433,921.5131,11.99617,8.04,2413.034,23.35318,176.5016,0.5571,14.89409
"68675",68675,14,297857.8,4100498,0,"Live",20.6787,743.3008,777.9512,19.62311,23.15,1299.59,22.64575,51.05608,0.6741,25.59901
"1799443",1490410,15,320899.4,4100100,0,"Live",13.61266,923.6433,921.5131,11.85462,8.16,2477.96,16.3558,245.2781,0.4429,14.89409
"1223824",914791,46.3,328511,4091639,1,"2016",13.27461,872.2523,874.7095,11.82078,11.48,2403.556,16.16496,25.27907,0.5902,14.26277
"103597",103597,14,298026.5,4098570,0,"Live",22.06206,666.2054,NA,20.83522,19.63,1008.858,15.94129,264.3805,0.8416,28.66058
"115966",115966,25,298254,4099051,1,"2016",20.6787,743.3008,NA,20.84893,19.63,1059.142,5.174086,220.7149,0.6139507,25.59901
"1162276",853243,27.9,327395.3,4097810,1,"2016",15.33717,901.0924,904.7143,12.68928,8.04,2365.491,27.93627,335.923,0.4853,17.56576
"824974",515940,12.5,324053.2,4100179,0,"Live",14.93835,865.7621,865.402,13.37928,1.96,2216.415,19.83514,282.2464,0.0643,17.25337
"810103",501069,13.29993,324032.3,4095140,1,"2016",15.33717,901.0924,901.6485,15.14912,1.96,1947.909,3.848529,241.2889,0.5503,17.56576
"195052",195052,25,299343.5,4102790,0,"Live",20.6787,743.3008,747.2855,19.95667,19.63,1218.528,6.12106,258.7874,0.6068,25.59901
"1261190",952157,14.6,328109.1,4099998,1,"2016",12.59548,881.2702,878.8586,10.71035,9.12,2556.808,36.00114,285.0219,0.4636,13.86417
"1727158",1418125,35.5,320841.6,4092198,0,"Live",17.00902,850.2277,858.5765,15.13526,16.5,2018.14,36.69816,64.89156,0.4113,19.28292
"1305536",996503,24.3,316312.7,4093242,0,"Live",15.15505,884.043,849.9575,12.20408,6.69,2357.709,18.53567,246.7708,0.3217,15.94104
"135984",135984,57,298166.8,4102962,0,"Live",20.6787,743.3008,777.9512,19.31869,23.15,1351.896,27.36448,44.49729,0.6315,25.59901
"1421346",1112313,32.1,317765,4096535,0,"Live",14.82655,937.8588,944.0081,13.10717,4.18,2125.849,4.36728,234.4255,0.3844,16.35406
"280557",280557,22,301523.8,4099519,0,"Live",19.06112,792.6165,747.2855,20.77484,15.08,989.2282,23.98914,34.77816,0.6994735,22.16811
"1468779",1159746,15,318192.2,4089977,0,"Live",15.15505,884.043,732.5934,14.44769,6.25,2228.213,15.59034,157.3955,0.3868,15.94104
"1307228",998195,45.2,316327.4,4093019,1,"2016",15.15505,884.043,849.9575,12.20408,6.69,2346.591,7.865395,227.2837,0.3697,15.94104
"264399",264399,29,300268.6,4103295,0,"Live",20.6787,743.3008,747.2855,19.83054,23.15,1138.19,17.17361,175.0872,0.6853,25.59901
"1008192",699158,29.4,326086.3,4093781,0,"Live",15.09834,871.5558,874.3379,13.00432,8.04,2306.782,22.4565,232.1525,0.6143,16.89864
"124799",124799,14,298376.2,4100132,1,"2016",20.6787,743.3008,747.2855,20.30674,19.41,1201.922,6.994887,79.71805,0.6451,25.59901
"309840",806,36.38,313763.4,4091759,0,"Live",16.93004,819.6968,849.9575,17.05333,19.41,1652.335,27.03115,200.4641,0.4079785,18.76024
"1313702",1e+06,27.9,316754.1,4094090,0,"Live",14.82655,937.8588,907.6024,12.04582,4.18,2450.076,13.05884,262.5699,0.1228,16.35406
"1135595",826562,39.6,327275.5,4093114,1,"2016",15.09834,871.5558,874.3379,12.21463,11.48,2357.473,14.37214,232.1252,0.6338,16.89864
"1792396",1483363,17.8,320198.3,4099150,0,"Live",13.61266,923.6433,938.699,13.09387,10.65,2239.723,8.659583,120.1398,0.5331,14.89409
"1507396",1198363,20.5,318992,4093418,0,"Live",15.15505,884.043,907.6024,12.80181,4.18,2276.797,10.73697,190.1337,0.5029,15.94104
"1060181",751147,30.3,326890.5,4102883,0,"Live",14.93835,865.7621,865.402,13.65808,NA,2109.765,23.77089,72.57356,0.4594,17.25337
"1326195",1017162,32.8,314817.2,4091513,0,"Live",16.93004,819.6968,849.9575,15.29101,16.5,1932.653,29.06766,229.7167,0.8122,18.76024
"1750973",1441940,10.1,320509,4095253,0,"Live",15.68133,933.1343,938.699,13.09315,9.01,2225.774,8.870207,146.3484,0.2218,17.55774
"262784",262784,18,300386.7,4103492,1,"2016",18.54899,792.4807,747.2855,19.83054,23.15,1167.808,17.25346,250.7255,0.5219,21.49939
"224052",224052,26,300519.9,4099646,0,"Live",20.6787,743.3008,747.2855,20.51923,19.41,1103.436,27.33179,202.1566,0.7874,25.59901
"912271",603237,34.3,325438.7,4093157,1,"2016",15.09834,871.5558,874.3379,13.32004,10.65,2191.455,27.31972,240.1494,0.7121,16.89864
"169617",169617,15,299100.4,4099397,0,"Live",20.6787,743.3008,747.2855,20.38976,19.41,1136.561,17.64276,283.0162,0.7277,25.59901
"1099599",790566,14.5,327283.7,4090508,1,"2016",15.09834,871.5558,874.3379,11.65898,9.01,2425.983,3.087349,144.9207,0.5107,16.89864
"1222745",913712,35,328400.8,4091759,0,"Live",13.27461,872.2523,874.7095,11.82078,1.96,2394.108,16.05796,60.45757,0.6466,14.26277
"266611",266611,20,300017.2,4103081,1,"2016",20.6787,743.3008,747.2855,20.2163,23.15,1151.937,8.01791,264.9867,0.6018,25.59901
"1222816",913783,26.8,328439.2,4091751,1,"2016",13.27461,872.2523,874.7095,11.82078,1.96,2384.908,17.39106,42.79183,0.6466,14.26277
"901402",592368,44.2,325703.4,4092341,1,"2016",15.09834,871.5558,874.3379,13.77477,10.65,2092.149,6.533119,173.0042,0.557,16.89864
"1602253",1293220,25.1,319980.2,4091563,0,"Live",17.00902,850.2277,907.6024,14.45186,1.96,1997.765,12.92019,71.44349,0.4539,19.28292
"48183",48183,19,296175.4,4104234,0,"Live",18.01753,817.1574,NA,NA,23.15,1472.51,14.25701,233.2558,0.7089387,20.82574
"1227733",918700,43.6,328572.1,4091217,1,"2016",13.27461,872.2523,874.7095,11.82078,8.04,2462.001,15.81686,244.5588,0.7853,14.26277
"174287",174287,45,299231.5,4100919,1,"2016",20.6787,743.3008,747.2855,20.22242,23.15,1164.241,13.20798,162.6586,0.5569,25.59901
"25488",25488,37,296227.7,4102539,0,"Live",19.97881,768.4939,777.9512,18.74974,23.15,1400.56,18.35009,324.5765,0.6126189,24.33751
"729734",420700,36.42017,323638,4102385,0,"Live",13.61266,923.6433,921.5131,11.57944,NA,2515.543,14.55579,110.7786,0.6485,14.89409
"248370",248370,39,300183.7,4101100,1,"2016",20.6787,743.3008,747.2855,20.32371,23.15,1104.091,18.97888,115.2658,0.547,25.59901
"522267",213233,12.01978,322371.6,4095977,1,"2016",15.68133,933.1343,938.699,13.99787,1.96,2092.81,28.09027,41.33769,0.73,17.55774
"1264417",955384,45.6,328101.3,4099260,0,"Live",12.59548,881.2702,878.8586,11.47117,9.45,2539.301,33.10212,212.1208,0.8155,13.86417
"1669295",1360262,27.7,319820.1,4099329,0,"Live",13.99849,922.5205,921.6675,13.01926,10.65,2333.242,21.65022,158.2458,0.5027,15.39049
"1226799",917766,30,328214,4091304,0,"Live",13.27461,872.2523,874.7095,11.82078,11.48,2364.268,16.11358,237.0947,0.5389,14.26277
"896324",587290,45.3,325488,4092876,1,"2016",15.09834,871.5558,874.3379,13.77477,8.04,2137.415,10.48879,206.5655,0.5286,16.89864
"140787",140787,22,298048.8,4102371,0,"Live",20.6787,743.3008,777.9512,18.78336,23.15,1363.073,21.46528,176.5009,0.5677,25.59901
"86743",86743,10,297417.4,4102147,0,"Live",20.6787,743.3008,777.9512,19.03667,23.15,1433.238,17.10192,91.40908,0.5316,25.59901
"1796087",1487054,11.9,320230.8,4100694,0,"Live",13.61266,923.6433,921.5131,11.50183,1.96,2532.547,27.32312,275.6343,0.2289,14.89409
"677947",368913,10.07996,323021.1,4093207,0,"Live",17.00902,850.2277,858.5765,15.68141,1.96,1772.396,50.60897,276.677,0.1326,19.28292
"675023",365989,13.17004,323397.7,4092001,0,"Live",17.00902,850.2277,858.5765,15.25594,10.65,1976.905,21.13895,288.997,0.6463,19.28292
"1469676",1160643,19.6,318780.2,4089862,0,"Live",15.15505,884.043,732.5934,15.11891,16.5,2044.55,16.98486,145.7269,0.4058,15.94104
"231997",231997,35,300234,4100842,0,"Live",20.6787,743.3008,747.2855,20.32371,23.15,1157.868,12.97132,55.32456,0.7308,25.59901
"1233976",924943,38.6,328041.4,4093900,1,"2016",13.27461,872.2523,874.7095,10.90698,4.11,2512.608,10.25089,210.0172,0.5771,14.26277
"1782134",1473101,27.8,320963.2,4098257,0,"Live",15.68133,933.1343,938.699,13.43902,10.65,2222.05,15.38651,184.5092,0.3919,17.55774
"824284",515250,16.4,324994,4100300,0,"Live",14.93835,865.7621,865.402,14.42235,1.96,2100.836,16.39635,129.9254,0.1877,17.25337
"47810",47810,20,296351.5,4104303,0,"Live",18.01753,817.1574,NA,NA,23.15,1509.083,14.96761,219.5733,0.6830257,20.82574
"1274597",965564,19.8,328126.6,4102297,0,"Live",12.59548,881.2702,878.8586,12.44725,7.41,2363.056,28.37377,324.5611,0.5366,13.86417
"609424",300390,21.45996,322326,4104060,0,"Live",11.95444,896.195,894.6498,10.19047,9.18,2699.936,1.896474,169.8644,0.3456,12.97197
"1548012",1238979,37.1,318485.4,4098372,0,"Live",14.82655,937.8588,944.0081,13.00519,8.04,2239.83,22.03007,288.5758,0.4558,16.35406
"1280527",971494,30.1,316234.9,4092775,1,"2016",15.15505,884.043,849.9575,12.60042,6.69,2353.983,10.42603,228.9642,0.3809,15.94104
"1557286",1248253,11.6,318148.5,4099143,0,"Live",13.99849,922.5205,944.0081,13.20225,10.65,2223.258,4.611625,67.00697,0.3167,15.39049
"749210",440176,49.69995,324777.2,4088710,1,"2016",15.35363,838.032,853.6117,13.31772,6.25,2099.333,15.56656,274.6906,0.6708,16.26242
"26887",26887,55,296881.6,4101747,0,"Live",19.97881,768.4939,777.9512,19.05187,23.15,1358.984,9.914008,77.24721,0.7994,24.33751
"201731",201731,38,299919.1,4102051,1,"2016",20.6787,743.3008,747.2855,20.55378,19.63,1162.702,30.13669,89.58155,0.5444,25.59901
"400176",91142,21.41992,321105.3,4097357,0,"Live",15.68133,933.1343,938.699,13.62347,9.01,2135.892,2.410925,135.7995,0.2702,17.55774
"744665",435631,26.18018,323068.5,4106435,0,"Live",11.95444,896.195,894.6498,10.92909,8.16,2621.624,8.260745,178.4229,0.6307,12.97197
"318351",9317,42.38013,320597.1,4103647,0,"Live",11.95444,896.195,921.5131,11.095,8.16,2588.705,18.24683,224.6614,0.617,12.97197
"1130479",821446,17.5,327651.8,4093654,0,"Live",13.27461,872.2523,874.7095,11.75464,4.11,2385.638,13.01765,235.8403,0.4527,14.26277
"1804684",1495651,19.2,320963.2,4101523,0,"Live",13.61266,923.6433,921.5131,11.49154,9.18,2492.313,2.280162,133.1577,0.4078,14.89409
"1229362",920329,28.8,328149.8,4091035,0,"Live",13.27461,872.2523,874.7095,11.67545,8.04,2345.823,4.627554,209.7473,0.5805,14.26277
"1208509",899476,40.7,316827.3,4090147,1,"2016",15.15505,884.043,907.6024,13.50257,6.71,2147.068,5.947436,165.7872,0.5969,15.94104
"551014",241980,16.44995,322847.7,4098283,0,"Live",15.68133,933.1343,938.699,13.57032,1.96,2239.909,6.370576,165.2876,0.4602,17.55774
"1248634",939601,40,316137.3,4091655,0,"Live",16.93004,819.6968,849.9575,13.91813,3.44,2150.967,17.18765,291.7794,0.5345,18.76024
"1366319",1057286,38.6,317549,4090911,0,"Live",15.15505,884.043,907.6024,13.22115,6.71,2259.968,21.34041,62.60516,0.4314,15.94104
"214582",214582,11,300689.7,4098645,0,"Live",22.06206,666.2054,NA,20.47968,23.15,1160.529,5.921315,231.4967,0.472,28.66058
"1637709",1328676,15.9,319781.9,4096725,1,"2016",14.82655,937.8588,944.0081,13.39131,9.01,2160.192,3.495382,94.79468,0.5279,16.35406
"1330831",1021798,28.6,316762.5,4096609,1,"2016",14.82655,937.8588,944.0081,13.74554,6.69,2117.738,5.404338,270.8596,0.4585,16.35406
"804734",495700,41.26001,324456.7,4094099,1,"2016",15.33717,901.0924,874.3379,14.76479,1.96,1980.174,10.60868,277.6672,0.7552,17.56576
"938454",629420,18.6,325965.9,4098333,0,"Live",15.33717,901.0924,901.6485,13.97097,NA,2101.219,4.111785,176.7175,0.107,17.56576
"583957",274923,22.70996,315978,4092040,0,"Live",16.93004,819.6968,849.9575,13.17649,3.44,2176.594,17.61688,217.7873,0.4896,18.76024
"1530041",1221008,15.7,318455.7,4096703,0,"Live",14.82655,937.8588,944.0081,13.33731,4.18,2146.209,21.95909,335.4766,0.3252,16.35406
"1686650",1377617,17.1,319785.9,4101030,0,"Live",13.99849,922.5205,921.6675,11.6936,4.18,2546.579,13.2692,133.1139,0.2121,15.39049
"726466",417432,28.62012,323350,4101039,0,"Live",13.61266,923.6433,921.5131,12.72056,8.04,2325.387,8.781244,144.7369,0.208,14.89409
"1574612",1265579,33.1,318582.3,4101061,0,"Live",13.99849,922.5205,921.6675,12.87999,3.44,2254.407,3.540319,201.2833,0.611,15.39049
"704178",395144,20.81982,323848.7,4099552,1,"2016",14.93835,865.7621,865.402,13.37928,8.04,2183.125,15.62273,84.049,0.5078,17.25337
"1627577",1318544,45.3,319980,4094398,1,"2016",15.68133,933.1343,907.6024,13.00628,6.25,2267.029,14.91485,122.0318,0.5595,17.55774
"1641524",1332491,12.5,319743.2,4096404,0,"Live",14.82655,937.8588,944.0081,13.12976,9.01,2162.76,1.38901,233.9663,0.2158,16.35406
"1203754",894721,26.5,327679.8,4103160,0,"Live",12.59548,881.2702,878.8586,13.8772,7.41,2124.868,19.74105,302.1193,0.2981,13.86417
"1175834",866801,35.8,327502.9,4098422,0,"Live",12.45381,905.5087,904.7143,12.22204,9.45,2318.978,6.92616,235.3363,0.5581,13.5257
"230637",230637,16,300395.7,4100980,0,"Live",20.6787,743.3008,747.2855,20.32371,23.15,1088.973,20.61821,155.0211,0.7382,25.59901
"1237895",928862,25.4,328002.4,4094947,0,"Live",12.45381,905.5087,904.7143,10.04673,3.16,2735.555,7.731032,243.1997,0.6426,13.5257
"847401",538367,29.2,324001.7,4104436,0,"Live",13.47466,861.9938,864.1821,10.84587,NA,2605.048,8.061502,69.53861,0.5258,15.1828
"1055598",746564,28.5,326557.1,4099048,0,"Live",14.93835,865.7621,901.6485,13.19408,7.35,2241.82,6.923622,225.2932,0.4825,17.25337
"1410111",1101078,26.8,317673.6,4094091,0,"Live",14.82655,937.8588,907.6024,11.81672,6.69,2427.084,10.13973,69.77761,0.4732,16.35406
"348944",39910,11.02002,321113.9,4091342,0,"Live",17.00902,850.2277,858.5765,15.76157,3.56,1691.391,34.05807,106.4437,0.7652,19.28292
"106564",106564,6,298495.4,4098193,0,"Live",22.06206,666.2054,NA,21.31021,19.63,1009.423,12.74243,206.9375,0.0701,28.66058
"937385",628351,21.8,325836.8,4097184,0,"Live",15.33717,901.0924,901.6485,13.67936,NA,2066.168,24.65767,270.6329,0.2003,17.56576
"908176",599142,27.7,325530.3,4093554,0,"Live",15.09834,871.5558,874.3379,13.32004,10.65,2316.411,11.30253,241.0866,0.6716,16.89864
"1154236",845203,37.3,327008.4,4096870,0,"Live",15.33717,901.0924,901.6485,11.51358,3.16,2509.98,24.96428,256.7483,0.5531,17.56576
"250949",250949,40,300755.7,4102858,1,"2016",20.6787,743.3008,747.2855,20.15092,19.41,1135.82,22.65898,179.8889,0.5209,25.59901
"184766",184766,14,299641.3,4101873,0,"Live",20.6787,743.3008,747.2855,20.32804,23.15,1112.271,21.04507,146.9546,0.6519,25.59901
"1115105",806072,36.9,327276,4091239,0,"Live",15.09834,871.5558,874.3379,12.48679,8.04,2303.581,22.79931,136.1217,0.4313,16.89864
"895783",586749,30.1,325132.7,4092929,1,"2016",15.09834,871.5558,874.3379,14.00498,10.65,2116.697,16.93386,247.9929,0.613,16.89864
"1119235",810202,28.8,327731.1,4092878,0,"Live",13.27461,872.2523,874.7095,11.77105,11.48,2445.425,11.46145,246.9191,0.4787,14.26277
"1695653",1386620,26.6,319308.6,4102072,0,"Live",13.99849,922.5205,921.6675,12.14281,4.18,2418.122,36.10908,277.2648,0.4076,15.39049
"1193450",884417,22.7,327710.1,4100128,0,"Live",12.59548,881.2702,878.8586,11.79442,7.41,2331.494,35.01502,290.746,0.3876,13.86417
"858338",549304,36.1,325513,4088179,0,"Live",15.35363,838.032,853.6117,12.43013,6.25,2425.626,28.56733,318.0083,0.3964,16.26242
"1289790",980757,15.3,329118.6,4091180,0,"Live",13.27461,872.2523,874.7095,11.5501,8.67,2504.182,11.02905,338.7399,0.4489,14.26277
"1557205",1248172,21.2,318980.3,4099148,0,"Live",13.99849,922.5205,944.0081,13.0024,4.18,2314.387,12.41398,314.2018,0.5563,15.39049
"215886",215886,32,300830,4098490,1,"2016",22.06206,666.2054,NA,20.47968,19.63,1157.674,5.763538,167.2615,0.6817,28.66058
"1670641",1361608,21,319881.4,4099127,0,"Live",13.99849,922.5205,944.0081,13.01926,10.65,2275.842,15.08082,166.5617,0.5737,15.39049
"833927",524893,20.6,324687.3,4101501,0,"Live",14.93835,865.7621,865.402,12.26336,NA,2333.042,5.408907,235.344,0.2763,17.25337
"1528947",1219914,24.4,318334.7,4096854,0,"Live",14.82655,937.8588,944.0081,13.33731,1.96,2119.159,3.376908,158.1299,0.2721,16.35406
"820174",511140,14.1,324160.4,4100945,1,"2016",14.93835,865.7621,865.402,13.11999,4.11,2279.035,19.44615,123.5832,0.2855,17.25337
"1094082",785049,22.8,327601.8,4090981,1,"2016",13.27461,872.2523,874.7095,11.65303,8.04,2312.316,9.703285,186.8771,0.4124,14.26277
"481542",172508,35.98999,322668.9,4089881,1,"2016",17.00902,850.2277,800.6154,16.03887,8.04,1734.441,31.02973,213.5256,0.7398,19.28292
"1126662",817629,30.5,327665.4,4092121,0,"Live",13.27461,872.2523,874.7095,11.77105,11.48,2369.403,9.672623,162.4137,0.7327,14.26277
"120952",120952,19,298444.6,4100524,0,"Live",20.6787,743.3008,747.2855,19.96701,23.15,1194.107,19.3806,34.4319,0.864,25.59901
"1245724",936691,32.8,328211.1,4096004,0,"Live",12.45381,905.5087,904.7143,9.972952,3.16,2813.776,15.33984,45.43211,0.4971,13.5257
"1189436",880403,15.8,327437.5,4100671,0,"Live",14.93835,865.7621,878.8586,14.04061,7.35,2096.385,36.69084,270.1355,0.1592,17.25337
"327888",18854,20.11011,320954,4104592,0,"Live",11.95444,896.195,894.6498,10.07651,3.16,2782.771,17.07683,214.5961,0.4854,12.97197
"308242",308242,17,301261,4103036,0,"Live",19.06112,792.6165,747.2855,19.85301,19.41,1214.517,24.29117,147.138,0.5115,22.16811
"58188",58188,24,297210.9,4099808,0,"Live",19.97881,768.4939,777.9512,19.77651,23.15,1238.281,26.02036,136.6284,0.6224,24.33751
"287116",287116,17,301671.6,4100607,0,"Live",19.06112,792.6165,747.2855,20.24884,6.03,1079.819,34.4684,200.7818,0.8111622,22.16811
"1027617",718583,50.6,326457.3,4095041,1,"2016",15.33717,901.0924,901.6485,11.77949,8.04,2424.677,26.56564,282.4317,0.6585,17.56576
"326712",17678,29.51001,320331.5,4104732,0,"Live",11.95444,896.195,894.6498,10.34033,3.16,2769.095,10.46136,167.2264,0.2589,12.97197
"691553",382519,17.29004,323171.3,4097652,0,"Live",15.68133,933.1343,938.699,13.92397,8.04,2046.522,16.13045,142.2165,0.1674,17.55774
"122092",122092,21,298048.8,4100425,1,"2016",20.6787,743.3008,777.9512,19.62311,3.68,1258.837,27.30332,94.75691,0.6371,25.59901
"1103130",794097,37.3,327832.3,4090209,0,"Live",13.27461,872.2523,874.7095,11.65303,9.01,2440.734,11.2824,240.0587,0.6381,14.26277
"594417",285383,26.78003,322372.2,4103732,0,"Live",11.95444,896.195,921.5131,10.49936,9.18,2697.472,5.728715,279.6939,0.461,12.97197
"170262",170262,36,299303.1,4099332,1,"2016",20.6787,743.3008,747.2855,20.30504,19.41,1180.693,26.15458,283.2633,0.5098,25.59901
"1666113",1357080,39.8,319115.6,4099753,0,"Live",13.99849,922.5205,921.6675,12.55758,4.18,2316.864,6.377735,142.9419,0.5438,15.39049
"1192471",883438,28.7,327768.2,4100264,1,"2016",12.59548,881.2702,878.8586,11.79442,7.41,2320.811,35.10408,310.9812,0.409,13.86417
"124791",124791,19,298342.5,4100130,1,"2016",20.6787,743.3008,747.2855,20.30674,19.41,1203.861,7.636923,152.0982,0.6451,25.59901
"1630426",1321393,25.5,319770,4095981,0,"Live",14.82655,937.8588,944.0081,13.12976,9.01,2238.498,28.24944,21.09198,0.4703,16.35406
"101691",101691,42,298835.1,4098799,1,"2016",20.6787,743.3008,NA,20.63448,19.63,1083.001,7.830952,162.3125,0.5921,25.59901
"233716",233716,13,300874.9,4100673,0,"Live",20.6787,743.3008,747.2855,20.54244,23.15,1076.072,18.60078,87.2418,0.6214,25.59901
"1034327",725293,21.3,326485.9,4096239,0,"Live",15.33717,901.0924,901.6485,12.08433,8.04,2391.413,12.25158,186.704,0.5095,17.56576
"1383392",1074359,50.2,314199.4,4092399,1,"2016",16.93004,819.6968,849.9575,16.10369,19.41,1845.262,12.81134,271.6007,0.6497,18.76024
"372813",63779,27.63013,321182.2,4095993,1,"2016",15.68133,933.1343,938.699,13.61788,9.01,2109.015,3.404428,136.636,0.5508,17.55774
"1016653",707619,46.5,326982.8,4094791,1,"2016",15.33717,901.0924,901.6485,10.81952,4.18,2563.667,17.83357,245.7444,0.69,17.56576
"751615",442581,20.05005,324272.3,4088319,1,"2016",15.35363,838.032,853.6117,13.69914,8.04,2148.267,12.15863,330.6561,0.8719,16.26242
"858522",549488,26.5,325228.8,4088149,0,"Live",15.35363,838.032,853.6117,12.43013,6.25,2331.417,28.73491,266.1956,0.7572,16.26242
"1047868",738834,13.6,326822.6,4098484,0,"Live",15.33717,901.0924,901.6485,13.19408,7.41,2225.015,19.4277,246.9345,0.54,17.56576
"724862",415828,23.5,323555.2,4101303,0,"Live",13.61266,923.6433,921.5131,12.26514,8.04,2345.295,9.796421,160.3439,0.4955,14.89409
"1277283",968250,16.6,328185.9,4103101,0,"Live",12.59548,881.2702,878.8586,13.5671,7.41,2173.146,28.19568,331.2039,0.4812,13.86417
"1646912",1337879,39.9,319087.4,4097816,1,"2016",14.82655,937.8588,944.0081,13.19615,8.04,2256.815,6.975942,69.04772,0.4704,16.35406
"1401137",1092104,20.4,317953.9,4093255,0,"Live",15.15505,884.043,907.6024,12.46119,6.69,2319.796,14.57043,147.575,0.3653,15.94104
"1797973",1488940,25.2,320660.7,4100294,0,"Live",13.61266,923.6433,921.5131,12.12088,8.16,2465.161,27.62616,198.7399,0.5751,14.89409
